frame, face_id, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
137, 0, 5.440, 0.98, 1, 0.94, 0.38, 1.23, 0.51, -0.56, 0.52, 0.19, -0.51, -0.36, 0.39, 0.54, 0.41, 0.27, -0.62, 1.55, 0.94, 0.40, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
138, 0, 5.480, 0.98, 1, 0.62, 0.20, 1.06, 0.40, -0.67, 0.03, 0.22, -0.53, -0.39, 0.47, 0.23, 0.73, 0.29, -0.34, 1.22, 1.23, 0.18, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
139, 0, 5.520, 0.98, 1, 0.71, 0.25, 1.22, 0.51, -0.69, -0.11, 0.23, -0.61, -0.43, 0.49, 0.18, 0.83, 0.11, -0.02, 1.15, 1.15, 0.26, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
140, 0, 5.560, 0.98, 1, 0.30, 0.08, 0.93, 0.55, -0.56, 0.23, 0.36, -0.51, -0.37, 0.46, 0.34, 0.39, 0.32, -0.28, 1.32, 0.89, 0.45, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
141, 0, 5.600, 0.98, 1, 0.63, 0.29, 1.27, 0.45, -0.58, 0.53, 0.19, -0.79, -0.44, 0.28, 0.57, 0.51, 0.46, -0.34, 1.49, 1.10, 0.10, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
142, 0, 5.640, 0.98, 1, 0.64, 0.22, 1.25, 0.66, -0.68, 0.31, 0.26, -0.64, -0.34, 0.49, 0.26, 0.79, 0.31, -0.19, 1.26, 1.22, 0.21, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0
143, 0, 5.680, 0.98, 1, 0.65, 0.18, 1.16, 0.44, -0.71, 0.27, 0.34, -0.78, -0.39, 0.35, 0.18, 0.69, 0.22, -0.02, 1.21, 1.39, 0.22, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0
144, 0, 5.720, 0.98, 1, 0.34, 0.30, 0.93, -0.35, -0.08, 0.74, 0.13, -0.18, 0.23, 1.13, 0.20, 1.42, 0.93, 0.48, -0.32, 1.71, 2.26, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
145, 0, 5.760, 0.98, 1, 0.95, 0.77, 0.80, -0.46, -0.15, 0.58, 0.02, -0.31, 0.17, 1.22, -0.20, 1.47, 0.91, 0.25, -0.40, 1.44, 2.28, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
146, 0, 5.800, 0.93, 1, 1.30, 1.38, 0.90, -0.37, -0.11, 0.60, -0.13, -0.45, 0.46, 1.54, 0.11, 1.44, 1.11, 0.56, -0.38, 0.99, 3.39, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
147, 0, 5.840, 0.98, 1, 1.43, 1.37, 0.96, -0.16, -0.17, 0.65, -0.11, -0.40, 0.45, 1.34, 0.02, 1.58, 1.25, 0.75, -0.36, 0.87, 3.24, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
148, 0, 5.880, 0.98, 1, 0.63, 0.74, 0.84, -0.65, -0.06, 0.62, 0.04, -0.57, 0.51, 1.61, 0.40, 1.00, 1.08, 0.56, -0.31, 0.94, 2.64, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
149, 0, 5.920, 0.98, 1, 1.02, 1.09, 1.06, -0.46, -0.12, 1.02, -0.10, -0.55, 0.44, 1.59, 0.26, 1.17, 1.20, 0.37, -0.06, 1.44, 2.57, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
150, 0, 5.960, 0.98, 1, 0.75, 0.83, 0.86, -0.32, -0.44, 0.48, -0.10, -0.66, 0.26, 1.51, 0.28, 1.25, 0.89, 0.92, -0.02, 0.94, 1.50, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
151, 0, 6.000, 0.93, 1, 0.51, 0.66, 0.63, -0.18, -0.34, 0.51, -0.11, -0.72, 0.28, 1.35, -0.10, 1.32, 0.94, 1.42, -0.25, 0.91, 0.94, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
152, 0, 6.040, 0.93, 1, 0.46, 0.67, 0.62, -0.12, -0.33, 0.40, -0.02, -0.73, 0.30, 1.43, -0.29, 1.39, 0.87, 1.46, -0.28, 0.93, 0.92, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
153, 0, 6.080, 0.98, 1, 0.59, 0.64, 0.89, 0.15, -0.44, 0.59, 0.02, -0.65, 0.17, 1.14, -0.23, 0.53, 0.80, 1.06, 0.36, 1.23, 0.59, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
154, 0, 6.120, 0.98, 1, 0.66, 0.63, 0.97, 0.28, -0.43, 0.73, 0.10, -0.70, 0.04, 1.19, -0.42, 0.30, 0.87, 0.77, 0.74, 1.30, 0.60, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
155, 0, 6.160, 0.98, 1, 0.58, 0.52, 0.90, 0.10, -0.45, 0.81, 0.14, -0.67, -0.01, 1.10, -0.45, 0.29, 0.86, 0.78, 0.72, 1.21, 0.60, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
156, 0, 6.200, 0.98, 1, 0.65, 0.58, 0.60, 0.45, -0.25, 0.36, -0.03, -0.19, 0.30, 0.99, 0.09, 0.93, 0.63, 0.89, 0.21, 0.31, 0.89, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
157, 0, 6.240, 0.98, 1, 1.37, 1.84, 0.81, 1.05, -0.16, 0.08, 0.14, -0.20, 0.43, 1.04, 0.33, 1.02, 1.01, 0.40, 0.48, 0.06, 3.36, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
158, 0, 6.280, 0.93, 1, 0.90, 0.98, 0.41, 1.18, -0.08, 0.32, 0.28, -0.13, 0.39, 0.84, 0.49, 0.85, 1.25, 0.25, 0.28, 0.04, 3.55, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
159, 0, 6.320, 0.93, 1, 1.23, 1.55, 0.65, 1.11, -0.16, 0.14, 0.09, -0.33, 0.41, 1.22, 0.30, 0.97, 1.18, -0.03, 0.42, 0.04, 3.71, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
160, 0, 6.360, 0.98, 1, 1.23, 1.98, 0.71, 0.50, -0.12, 0.32, 0.19, -0.09, 0.41, 1.04, 0.31, 0.92, 1.17, 0.12, 0.90, -0.20, 3.55, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
161, 0, 6.400, 0.98, 1, 0.55, 1.02, 1.17, -0.26, -0.03, 0.56, 0.23, -0.27, 0.13, 0.78, -0.09, 0.59, 1.02, 0.15, 1.10, 0.29, 2.54, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
162, 0, 6.440, 0.98, 1, 0.49, 0.94, 0.95, -0.28, 0.04, 0.71, 0.21, -0.18, 0.26, 0.84, -0.00, 0.48, 1.44, -0.24, 1.43, 0.26, 2.85, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
163, 0, 6.480, 0.98, 1, 0.32, 0.98, 1.00, -0.31, -0.25, 0.73, 0.31, -0.08, 0.06, 0.70, 0.17, 0.78, 0.72, 0.23, 1.07, 0.91, 1.62, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
164, 0, 6.520, 0.98, 1, 0.35, 1.12, 0.90, -0.07, -0.32, 0.72, 0.32, -0.13, 0.05, 0.80, 0.18, 0.80, 0.61, 0.28, 1.08, 0.81, 1.81, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
165, 0, 6.560, 0.98, 1, 0.38, 0.73, 0.88, -0.28, -0.30, 0.73, 0.25, 0.01, 0.21, 0.69, -0.02, 0.65, 0.64, 0.40, 0.97, 0.84, 1.43, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
166, 0, 6.600, 0.98, 1, 0.44, 0.72, 0.68, 0.04, -0.46, 0.52, 0.17, -0.04, 0.26, 0.82, 0.17, 0.81, 0.35, 0.98, 0.70, 0.84, 1.07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
167, 0, 6.640, 0.98, 1, 0.57, 0.72, 0.69, 0.20, -0.40, 0.58, 0.19, -0.06, 0.28, 0.76, 0.09, 0.85, 0.24, 1.07, 0.63, 0.83, 1.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
168, 0, 6.680, 0.98, 1, 0.49, 0.46, 0.84, 0.20, -0.47, 0.53, 0.14, 0.00, 0.47, 1.11, 0.02, 0.93, 0.27, 1.28, 0.19, 0.45, 1.11, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
169, 0, 6.720, 0.98, 1, 0.43, 0.50, 0.81, 0.32, -0.40, 0.48, 0.25, -0.08, 0.41, 1.12, 0.04, 0.90, 0.33, 0.95, 0.02, 0.62, 0.86, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
170, 0, 6.760, 0.93, 1, 0.30, 0.20, 0.78, 0.25, -0.48, 0.43, 0.09, -0.11, 0.42, 1.20, 0.08, 1.08, 0.29, 1.51, -0.35, 0.70, 0.79, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
171, 0, 6.800, 0.98, 1, 0.12, 0.15, 0.79, 0.27, -0.42, 0.46, 0.08, -0.08, 0.60, 0.80, 0.19, 1.10, 0.48, 2.03, -0.45, 0.86, 0.34, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
172, 0, 6.840, 0.98, 1, -0.42, -0.34, 0.61, 0.22, -0.25, 0.71, 0.29, -0.09, 0.48, 0.84, 0.11, 0.69, 0.88, 1.70, -0.54, 0.85, 0.69, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
173, 0, 6.880, 0.93, 1, -0.06, 0.25, 0.47, 0.59, -0.23, 0.49, -0.20, -0.24, 0.79, 0.99, 0.53, 0.71, 0.86, 1.71, -0.11, 0.47, 0.46, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
174, 0, 6.920, 0.93, 1, -0.03, 0.33, 0.68, 0.46, -0.32, 0.31, -0.16, -0.12, 0.76, 0.92, 0.53, 1.09, 0.56, 2.09, -0.34, 0.55, 0.33, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
175, 0, 6.960, 0.93, 1, 0.01, 0.35, 0.70, 0.53, -0.15, 0.41, -0.16, -0.13, 0.84, 0.90, 0.56, 1.00, 0.61, 2.14, -0.36, 0.56, 0.39, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
176, 0, 7.000, 0.93, 1, -0.08, 0.32, 0.69, 0.47, -0.14, 0.41, -0.15, -0.10, 0.85, 0.90, 0.35, 0.94, 0.67, 2.22, -0.42, 0.55, 0.37, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
177, 0, 7.040, 0.98, 1, 0.62, 1.19, 1.02, 0.61, 0.06, 0.64, -0.23, -0.08, 1.02, 1.36, 0.63, 1.07, 0.61, 1.39, 0.16, 0.65, 1.88, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
178, 0, 7.080, 0.98, 1, 1.03, 0.92, 1.32, 0.47, 0.04, 0.22, 0.12, -0.14, 0.55, 1.51, 0.54, 1.35, 1.41, 0.16, 0.65, 1.21, 3.08, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
179, 0, 7.120, 0.98, 1, 1.17, 1.20, 1.32, 0.31, 0.04, 0.24, -0.00, -0.08, 0.64, 1.47, 0.81, 1.58, 1.22, 0.51, 0.48, 1.00, 3.09, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
180, 0, 7.160, 0.98, 1, 1.18, 1.19, 1.36, -0.09, 0.07, 0.14, 0.22, -0.36, 0.47, 0.83, 1.22, 1.19, 0.92, 0.29, 1.57, 0.79, 2.59, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
181, 0, 7.200, 0.98, 1, 0.55, 0.67, 1.08, -0.77, 0.18, 0.52, 0.46, 0.16, 0.45, 1.18, 1.26, 1.25, 0.76, 0.79, 1.27, 0.52, 2.61, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
182, 0, 7.240, 0.98, 1, 0.55, 0.66, 1.12, -0.82, 0.19, 0.46, 0.49, 0.11, 0.43, 1.18, 1.25, 1.25, 0.75, 0.90, 1.34, 0.68, 2.52, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0
183, 0, 7.280, 0.98, 1, 0.09, 0.45, 1.18, 0.49, 0.35, 0.72, 0.52, 0.64, 0.74, 1.22, 1.51, 1.27, 0.44, 1.30, 0.90, -0.20, 1.40, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
184, 0, 7.320, 0.98, 1, 0.05, 0.19, 0.72, 0.36, 0.29, 0.79, 0.52, 0.74, 0.57, 0.97, 1.17, 1.22, 0.74, 1.40, 0.78, -0.52, 0.92, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
185, 0, 7.360, 0.98, 1, 0.05, 0.42, 0.87, 0.48, 0.28, 0.70, 0.58, 0.72, 0.63, 0.85, 0.99, 1.04, 0.59, 1.29, 0.76, -0.65, 1.02, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
186, 0, 7.400, 0.98, 1, 0.33, 0.55, 1.06, 0.64, 0.35, 1.28, 0.91, 0.80, 0.65, 1.22, 0.69, 0.72, 0.68, 0.90, 1.53, 0.21, 0.67, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
187, 0, 7.440, 0.98, 1, 0.33, 0.34, 1.05, 0.49, 0.37, 1.19, 0.85, 0.81, 0.63, 1.18, 0.60, 0.82, 0.66, 0.99, 1.70, 0.25, 0.73, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
188, 0, 7.480, 0.98, 1, 0.26, 0.37, 0.80, 0.24, 0.41, 1.24, 0.49, 0.51, 0.77, 1.17, 0.64, 1.08, 0.49, 1.16, 0.61, -0.21, 1.12, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
189, 0, 7.520, 0.98, 1, 0.26, 0.39, 0.87, 0.19, 0.43, 1.20, 0.55, 0.59, 0.78, 1.27, 0.75, 1.02, 0.59, 1.12, 0.68, -0.05, 1.09, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
190, 0, 7.560, 0.98, 1, 0.34, 0.56, 0.97, 0.28, 0.69, 1.07, 0.49, 0.82, 1.23, 1.22, 0.51, 0.84, 0.75, 0.95, 0.53, -0.13, 2.18, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
191, 0, 7.600, 0.98, 1, 0.25, 0.50, 0.88, 0.23, 0.70, 0.97, 0.46, 0.85, 1.24, 1.03, 0.62, 0.82, 0.79, 1.01, 0.50, -0.26, 2.13, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
192, 0, 7.640, 0.98, 1, 0.18, 0.58, 1.17, 0.09, 0.68, 0.76, 0.49, 0.85, 1.29, 0.99, 0.53, 0.92, 0.56, 0.98, 1.39, 0.08, 3.19, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0
193, 0, 7.680, 0.98, 1, -0.25, 0.75, 0.56, 0.78, 0.75, 0.70, 0.40, 0.03, 1.36, 0.56, 0.83, 0.80, 1.13, 1.43, 0.27, -1.95, 1.44, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
194, 0, 7.720, 0.98, 1, -0.20, 0.68, 0.63, 0.63, 0.75, 0.56, 0.39, 0.10, 1.25, 0.71, 0.76, 0.70, 0.61, 1.35, 0.20, -1.80, 1.35, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
195, 0, 7.760, 0.98, 1, -0.30, 0.50, 0.78, 1.12, 0.47, -0.32, 0.60, 0.38, 1.01, -0.04, 2.04, 1.25, 0.72, 2.27, 0.28, -2.01, -0.58, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
196, 0, 7.800, 0.98, 1, -0.60, -0.59, 0.68, 1.47, 0.35, -0.85, 0.71, 0.61, 0.73, 0.34, 1.09, 1.33, 0.87, 1.73, 1.36, -0.70, -0.77, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
197, 0, 7.840, 0.98, 1, -0.62, -0.86, 0.60, 1.63, 0.33, -0.68, 0.73, 0.56, 0.82, 0.17, 0.95, 1.19, 0.78, 1.72, 1.43, -0.39, -0.78, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0
198, 0, 7.880, 0.98, 1, -0.60, -0.49, 0.73, 1.57, 0.25, 0.09, 1.18, 0.77, 0.45, 0.58, 0.77, 1.56, 0.81, 1.61, 1.78, 0.32, -0.97, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
199, 0, 7.920, 0.98, 1, -0.60, -0.40, 0.76, 1.45, 0.25, -0.02, 1.22, 0.69, 0.39, 0.93, 0.74, 1.72, 0.80, 1.61, 1.79, 0.28, -0.86, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
200, 0, 7.960, 0.98, 1, -0.62, -0.49, 0.63, 1.54, 0.11, -0.37, 1.03, 0.21, 0.21, 0.70, 0.35, 1.86, 1.12, 1.72, 1.42, 0.37, -0.95, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
201, 0, 8.000, 0.98, 1, -0.74, -0.66, 0.49, 1.44, -0.06, -0.31, 0.88, -0.20, 0.06, -0.42, 0.97, 1.20, 1.12, 1.69, 1.23, -0.09, -0.98, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
202, 0, 8.040, 0.98, 1, -0.67, -0.75, 0.48, 1.49, -0.13, -0.37, 0.88, -0.14, 0.08, -0.37, 0.90, 1.19, 1.09, 1.69, 1.25, -0.15, -1.21, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
203, 0, 8.080, 0.93, 1, -0.22, 0.25, 0.52, 2.27, -0.31, -0.33, 0.73, -0.23, -0.01, -0.68, 0.78, 1.17, 0.57, 1.72, 0.42, -0.63, -0.59, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
204, 0, 8.120, 0.98, 1, -0.15, -0.58, 0.67, 1.27, -0.32, 0.12, 0.75, -0.74, -0.18, -0.76, 0.50, 0.89, 0.59, 1.31, 0.58, -0.63, -0.01, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
205, 0, 8.160, 0.98, 1, -0.06, -0.45, 0.74, 1.33, -0.34, 0.02, 0.80, -0.78, -0.17, -0.56, 0.39, 0.87, 0.49, 1.28, 0.49, -0.65, 0.11, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
206, 0, 8.200, 0.98, 1, 0.23, 0.36, 1.03, 1.55, -0.29, 0.45, 1.08, -0.26, -0.29, -0.53, 0.44, 0.90, 0.55, 0.83, 1.20, -0.17, 0.55, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0
207, 0, 8.240, 0.98, 1, 0.26, 0.44, 1.11, 1.63, -0.22, 0.43, 1.18, -0.23, -0.28, -0.42, 0.37, 1.06, 0.45, 0.81, 1.18, -0.10, 0.42, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
